2025-08-01 10:47:55 - price_service - DEBUG - Logger initialized for price_service at level DEBUG
2025-08-01 10:47:55 - price_service - INFO - Initializing price service module
2025-08-01 10:47:55 - price_service - DEBUG - Logger initialized for price_service at level DEBUG
2025-08-01 10:47:55 - price_service - INFO - Initializing price service module
2025-08-01 10:47:55 - price_service - DEBUG - Logger initialized for price_service at level DEBUG
2025-08-01 10:47:55 - price_service - INFO - Initializing price service module
2025-08-01 10:47:57 - price_service - INFO - Initializing price service module
2025-08-01 10:47:57 - price_service - INFO - Initializing price service module
2025-08-01 10:47:57 - price_service - INFO - Initializing price service module
2025-08-01 10:48:13 - price_service - DEBUG - Logger initialized for price_service at level DEBUG
2025-08-01 10:48:13 - price_service - INFO - Initializing price service module
2025-08-01 10:48:13 - price_service - DEBUG - Logger initialized for price_service at level DEBUG
2025-08-01 10:48:13 - price_service - INFO - Initializing price service module
2025-08-01 10:48:13 - price_service - DEBUG - Logger initialized for price_service at level DEBUG
2025-08-01 10:48:13 - price_service - INFO - Initializing price service module
2025-08-01 10:48:14 - price_service - INFO - Initializing price service module
2025-08-01 10:48:14 - price_service - INFO - Initializing price service module
2025-08-01 10:48:14 - price_service - INFO - Initializing price service module
2025-08-01 10:50:51 - price_service - DEBUG - Logger initialized for price_service at level DEBUG
2025-08-01 10:50:51 - price_service - INFO - Initializing price service module
2025-08-01 10:50:51 - price_service - DEBUG - Logger initialized for price_service at level DEBUG
2025-08-01 10:50:51 - price_service - INFO - Initializing price service module
2025-08-01 10:50:51 - price_service - DEBUG - Logger initialized for price_service at level DEBUG
2025-08-01 10:50:51 - price_service - INFO - Initializing price service module
2025-08-01 10:50:52 - price_service - INFO - Initializing price service module
2025-08-01 10:50:53 - price_service - INFO - Initializing price service module
2025-08-01 10:50:53 - price_service - INFO - Initializing price service module
2025-08-01 11:27:31 - price_service - ERROR - Price update failed after 0.01 seconds
2025-08-01 11:30:32 - price_service - WARNING - No price record found for 2 in USD, using default values
2025-08-01 11:41:01 - price_service - WARNING - No price record found for 6 in USD, using default values
2025-08-01 11:41:01 - price_service - WARNING - No price record found for 7 in USD, using default values
2025-08-01 11:41:01 - price_service - WARNING - No price record found for 8 in USD, using default values
2025-08-01 11:41:01 - price_service - WARNING - No price record found for 2 in USD, using default values
2025-08-01 11:41:01 - price_service - WARNING - No price record found for 4 in USD, using default values
2025-08-01 11:41:01 - price_service - WARNING - No price record found for 5 in USD, using default values
2025-08-01 11:41:01 - price_service - WARNING - No price record found for 6 in USD, using default values
2025-08-01 11:41:01 - price_service - WARNING - No price record found for 7 in USD, using default values
2025-08-01 11:41:01 - price_service - WARNING - No price record found for 8 in USD, using default values
2025-08-01 11:41:02 - price_service - WARNING - No price record found for 2 in USD, using default values
2025-08-01 11:41:02 - price_service - WARNING - No price record found for 4 in USD, using default values
2025-08-01 11:41:02 - price_service - WARNING - No price record found for 5 in USD, using default values
2025-08-01 11:41:02 - price_service - WARNING - No price record found for 6 in USD, using default values
2025-08-01 11:41:02 - price_service - WARNING - No price record found for 7 in USD, using default values
2025-08-01 11:41:02 - price_service - WARNING - No price record found for 8 in USD, using default values
2025-08-01 11:41:02 - price_service - WARNING - No price record found for 2 in USD, using default values
2025-08-01 11:41:02 - price_service - WARNING - No price record found for 4 in USD, using default values
2025-08-01 11:41:02 - price_service - WARNING - No price record found for 5 in USD, using default values
2025-08-01 11:41:02 - price_service - WARNING - No price record found for 6 in USD, using default values
2025-08-01 11:41:02 - price_service - WARNING - No price record found for 7 in USD, using default values
2025-08-01 11:41:02 - price_service - WARNING - No price record found for 8 in USD, using default values
2025-08-01 11:41:02 - price_service - WARNING - No price record found for 2 in USD, using default values
2025-08-01 11:41:02 - price_service - WARNING - No price record found for 4 in USD, using default values
2025-08-01 11:41:02 - price_service - WARNING - No price record found for 5 in USD, using default values
2025-08-01 11:41:02 - price_service - WARNING - No price record found for 6 in USD, using default values
2025-08-01 11:41:02 - price_service - WARNING - No price record found for 7 in USD, using default values
2025-08-01 11:41:02 - price_service - WARNING - No price record found for 8 in USD, using default values
2025-08-01 11:41:03 - price_service - WARNING - No price record found for 2 in USD, using default values
2025-08-01 11:41:03 - price_service - WARNING - No price record found for 4 in USD, using default values
2025-08-01 11:41:03 - price_service - WARNING - No price record found for 5 in USD, using default values
2025-08-01 11:41:03 - price_service - WARNING - No price record found for 6 in USD, using default values
2025-08-01 11:41:03 - price_service - WARNING - No price record found for 7 in USD, using default values
2025-08-01 11:41:03 - price_service - WARNING - No price record found for 8 in USD, using default values
2025-08-01 11:41:26 - price_service - WARNING - No price record found for 2 in USD, using default values
2025-08-01 11:41:26 - price_service - WARNING - No price record found for 4 in USD, using default values
2025-08-01 11:41:26 - price_service - WARNING - No price record found for 5 in USD, using default values
2025-08-01 11:41:26 - price_service - WARNING - No price record found for 6 in USD, using default values
2025-08-01 11:41:26 - price_service - WARNING - No price record found for 7 in USD, using default values
2025-08-01 11:41:26 - price_service - WARNING - No price record found for 8 in USD, using default values
2025-08-01 11:41:26 - price_service - WARNING - No price record found for 2 in USD, using default values
2025-08-01 11:41:26 - price_service - WARNING - No price record found for 4 in USD, using default values
2025-08-01 11:41:26 - price_service - WARNING - No price record found for 5 in USD, using default values
2025-08-01 11:41:26 - price_service - WARNING - No price record found for 6 in USD, using default values
2025-08-01 11:41:26 - price_service - WARNING - No price record found for 7 in USD, using default values
2025-08-01 11:41:26 - price_service - WARNING - No price record found for 8 in USD, using default values
2025-08-01 11:41:26 - price_service - WARNING - No price record found for 2 in USD, using default values
2025-08-01 11:41:26 - price_service - WARNING - No price record found for 4 in USD, using default values
2025-08-01 11:41:26 - price_service - WARNING - No price record found for 5 in USD, using default values
2025-08-01 11:41:26 - price_service - WARNING - No price record found for 6 in USD, using default values
2025-08-01 11:41:26 - price_service - WARNING - No price record found for 7 in USD, using default values
2025-08-01 11:41:26 - price_service - WARNING - No price record found for 8 in USD, using default values
2025-08-01 11:41:28 - price_service - WARNING - No price record found for 2 in USD, using default values
2025-08-01 11:41:28 - price_service - WARNING - No price record found for 4 in USD, using default values
2025-08-01 11:41:28 - price_service - WARNING - No price record found for 5 in USD, using default values
2025-08-01 11:41:28 - price_service - WARNING - No price record found for 6 in USD, using default values
2025-08-01 11:41:28 - price_service - WARNING - No price record found for 7 in USD, using default values
2025-08-01 11:41:28 - price_service - WARNING - No price record found for 8 in USD, using default values
2025-08-01 11:41:30 - price_service - WARNING - No price record found for 2 in USD, using default values
2025-08-01 11:41:30 - price_service - WARNING - No price record found for 4 in USD, using default values
2025-08-01 11:41:30 - price_service - WARNING - No price record found for 5 in USD, using default values
2025-08-01 11:41:30 - price_service - WARNING - No price record found for 6 in USD, using default values
2025-08-01 11:41:30 - price_service - WARNING - No price record found for 7 in USD, using default values
2025-08-01 11:41:30 - price_service - WARNING - No price record found for 8 in USD, using default values
2025-08-01 11:41:31 - price_service - WARNING - No price record found for 2 in USD, using default values
2025-08-01 11:41:31 - price_service - WARNING - No price record found for 4 in USD, using default values
2025-08-01 11:41:31 - price_service - WARNING - No price record found for 5 in USD, using default values
2025-08-01 11:41:31 - price_service - WARNING - No price record found for 6 in USD, using default values
2025-08-01 11:41:31 - price_service - WARNING - No price record found for 7 in USD, using default values
2025-08-01 11:41:31 - price_service - WARNING - No price record found for 8 in USD, using default values
2025-08-01 11:41:31 - price_service - WARNING - No price record found for 2 in USD, using default values
2025-08-01 11:41:31 - price_service - WARNING - No price record found for 4 in USD, using default values
2025-08-01 11:41:31 - price_service - WARNING - No price record found for 5 in USD, using default values
2025-08-01 11:41:31 - price_service - WARNING - No price record found for 6 in USD, using default values
2025-08-01 11:41:31 - price_service - WARNING - No price record found for 7 in USD, using default values
2025-08-01 11:41:31 - price_service - WARNING - No price record found for 8 in USD, using default values
2025-08-01 11:41:33 - price_service - WARNING - No price record found for 2 in USD, using default values
2025-08-01 11:41:33 - price_service - WARNING - No price record found for 4 in USD, using default values
2025-08-01 11:41:33 - price_service - WARNING - No price record found for 5 in USD, using default values
2025-08-01 11:41:33 - price_service - WARNING - No price record found for 6 in USD, using default values
2025-08-01 11:41:33 - price_service - WARNING - No price record found for 7 in USD, using default values
2025-08-01 11:41:33 - price_service - WARNING - No price record found for 8 in USD, using default values
2025-08-01 11:41:43 - price_service - WARNING - No price record found for 2 in USD, using default values
2025-08-01 11:41:43 - price_service - WARNING - No price record found for 4 in USD, using default values
2025-08-01 11:41:43 - price_service - WARNING - No price record found for 5 in USD, using default values
2025-08-01 11:41:43 - price_service - WARNING - No price record found for 6 in USD, using default values
2025-08-01 11:41:43 - price_service - WARNING - No price record found for 7 in USD, using default values
2025-08-01 11:41:43 - price_service - WARNING - No price record found for 8 in USD, using default values
2025-08-01 11:41:43 - price_service - WARNING - No price record found for 2 in USD, using default values
2025-08-01 11:41:43 - price_service - WARNING - No price record found for 4 in USD, using default values
2025-08-01 11:41:43 - price_service - WARNING - No price record found for 5 in USD, using default values
2025-08-01 11:41:43 - price_service - WARNING - No price record found for 6 in USD, using default values
2025-08-01 11:41:43 - price_service - WARNING - No price record found for 7 in USD, using default values
2025-08-01 11:41:43 - price_service - WARNING - No price record found for 8 in USD, using default values
2025-08-01 11:41:44 - price_service - WARNING - No price record found for 2 in USD, using default values
2025-08-01 11:41:44 - price_service - WARNING - No price record found for 4 in USD, using default values
2025-08-01 11:41:44 - price_service - WARNING - No price record found for 5 in USD, using default values
2025-08-01 11:41:44 - price_service - WARNING - No price record found for 6 in USD, using default values
2025-08-01 11:41:44 - price_service - WARNING - No price record found for 7 in USD, using default values
2025-08-01 11:41:44 - price_service - WARNING - No price record found for 8 in USD, using default values
2025-08-01 11:41:45 - price_service - WARNING - No price record found for 2 in USD, using default values
2025-08-01 11:41:45 - price_service - WARNING - No price record found for 4 in USD, using default values
2025-08-01 11:41:45 - price_service - WARNING - No price record found for 5 in USD, using default values
2025-08-01 11:41:45 - price_service - WARNING - No price record found for 6 in USD, using default values
2025-08-01 11:41:45 - price_service - WARNING - No price record found for 7 in USD, using default values
2025-08-01 11:41:45 - price_service - WARNING - No price record found for 8 in USD, using default values
2025-08-01 11:41:57 - price_service - WARNING - No price record found for 2 in USD, using default values
2025-08-01 11:41:57 - price_service - WARNING - No price record found for 4 in USD, using default values
2025-08-01 11:41:57 - price_service - WARNING - No price record found for 5 in USD, using default values
2025-08-01 11:41:57 - price_service - WARNING - No price record found for 6 in USD, using default values
2025-08-01 11:41:57 - price_service - WARNING - No price record found for 7 in USD, using default values
2025-08-01 11:41:57 - price_service - WARNING - No price record found for 8 in USD, using default values
2025-08-01 11:41:57 - price_service - WARNING - No price record found for 2 in USD, using default values
2025-08-01 11:41:57 - price_service - WARNING - No price record found for 4 in USD, using default values
2025-08-01 11:41:57 - price_service - WARNING - No price record found for 5 in USD, using default values
2025-08-01 11:41:57 - price_service - WARNING - No price record found for 6 in USD, using default values
2025-08-01 11:41:57 - price_service - WARNING - No price record found for 7 in USD, using default values
2025-08-01 11:41:57 - price_service - WARNING - No price record found for 8 in USD, using default values
2025-08-01 11:41:58 - price_service - WARNING - No price record found for 2 in USD, using default values
2025-08-01 11:41:58 - price_service - WARNING - No price record found for 4 in USD, using default values
2025-08-01 11:41:58 - price_service - WARNING - No price record found for 5 in USD, using default values
2025-08-01 11:41:58 - price_service - WARNING - No price record found for 6 in USD, using default values
2025-08-01 11:41:58 - price_service - WARNING - No price record found for 7 in USD, using default values
2025-08-01 11:41:58 - price_service - WARNING - No price record found for 8 in USD, using default values
2025-08-01 11:43:39 - price_service - WARNING - No price record found for 1 in IRR, using default values
2025-08-01 11:43:39 - price_service - WARNING - No price record found for 16 in IRR, using default values
2025-08-01 11:43:39 - price_service - WARNING - No price record found for 18 in IRR, using default values
2025-08-01 11:43:45 - price_service - WARNING - No price record found for 1 in IRR, using default values
2025-08-01 11:43:45 - price_service - WARNING - No price record found for 16 in IRR, using default values
2025-08-01 11:43:45 - price_service - WARNING - No price record found for 18 in IRR, using default values
2025-08-01 11:43:46 - price_service - WARNING - No price record found for 1 in IRR, using default values
2025-08-01 11:43:46 - price_service - WARNING - No price record found for 16 in IRR, using default values
2025-08-01 11:43:46 - price_service - WARNING - No price record found for 18 in IRR, using default values
2025-08-01 12:21:39 - price_service - WARNING - No price record found for 2 in USD, using default values
2025-08-01 12:21:39 - price_service - WARNING - No price record found for 4 in USD, using default values
2025-08-01 12:21:39 - price_service - WARNING - No price record found for 5 in USD, using default values
2025-08-01 12:21:39 - price_service - WARNING - No price record found for 6 in USD, using default values
2025-08-01 12:21:39 - price_service - WARNING - No price record found for 7 in USD, using default values
2025-08-01 12:21:39 - price_service - WARNING - No price record found for 8 in USD, using default values
2025-08-01 12:21:47 - price_service - WARNING - No price record found for 2 in USD, using default values
2025-08-01 12:21:47 - price_service - WARNING - No price record found for 4 in USD, using default values
2025-08-01 12:21:47 - price_service - WARNING - No price record found for 5 in USD, using default values
2025-08-01 12:21:47 - price_service - WARNING - No price record found for 6 in USD, using default values
2025-08-01 12:21:47 - price_service - WARNING - No price record found for 7 in USD, using default values
2025-08-01 12:21:47 - price_service - WARNING - No price record found for 8 in USD, using default values
2025-08-01 12:21:47 - price_service - WARNING - No price record found for 2 in USD, using default values
2025-08-01 12:21:47 - price_service - WARNING - No price record found for 4 in USD, using default values
2025-08-01 12:21:47 - price_service - WARNING - No price record found for 5 in USD, using default values
2025-08-01 12:21:47 - price_service - WARNING - No price record found for 6 in USD, using default values
2025-08-01 12:21:47 - price_service - WARNING - No price record found for 7 in USD, using default values
2025-08-01 12:21:47 - price_service - WARNING - No price record found for 8 in USD, using default values
2025-08-01 12:21:47 - price_service - WARNING - No price record found for 2 in USD, using default values
2025-08-01 12:21:47 - price_service - WARNING - No price record found for 4 in USD, using default values
2025-08-01 12:21:47 - price_service - WARNING - No price record found for 5 in USD, using default values
2025-08-01 12:21:47 - price_service - WARNING - No price record found for 6 in USD, using default values
2025-08-01 12:21:47 - price_service - WARNING - No price record found for 7 in USD, using default values
2025-08-01 12:21:47 - price_service - WARNING - No price record found for 8 in USD, using default values
2025-08-01 12:21:48 - price_service - WARNING - No price record found for 2 in USD, using default values
2025-08-01 12:21:48 - price_service - WARNING - No price record found for 4 in USD, using default values
2025-08-01 12:21:48 - price_service - WARNING - No price record found for 5 in USD, using default values
2025-08-01 12:21:48 - price_service - WARNING - No price record found for 6 in USD, using default values
2025-08-01 12:21:48 - price_service - WARNING - No price record found for 7 in USD, using default values
2025-08-01 12:21:48 - price_service - WARNING - No price record found for 8 in USD, using default values
2025-08-01 12:21:51 - price_service - WARNING - No price record found for 2 in USD, using default values
2025-08-01 12:21:51 - price_service - WARNING - No price record found for 4 in USD, using default values
2025-08-01 12:21:51 - price_service - WARNING - No price record found for 5 in USD, using default values
2025-08-01 12:21:51 - price_service - WARNING - No price record found for 6 in USD, using default values
2025-08-01 12:21:51 - price_service - WARNING - No price record found for 7 in USD, using default values
2025-08-01 12:21:51 - price_service - WARNING - No price record found for 8 in USD, using default values
2025-08-01 12:21:54 - price_service - WARNING - No price record found for 2 in USD, using default values
2025-08-01 12:21:54 - price_service - WARNING - No price record found for 4 in USD, using default values
2025-08-01 12:21:54 - price_service - WARNING - No price record found for 5 in USD, using default values
2025-08-01 12:21:54 - price_service - WARNING - No price record found for 6 in USD, using default values
2025-08-01 12:21:54 - price_service - WARNING - No price record found for 7 in USD, using default values
2025-08-01 12:21:54 - price_service - WARNING - No price record found for 8 in USD, using default values
2025-08-01 13:02:11 - price_service - ERROR - Price update failed after 0.00 seconds
2025-08-01 14:17:28 - price_service - ERROR - Price update failed after 0.00 seconds
2025-08-01 14:27:34 - price_service - WARNING - No price record found for 2 in USD, using default values
2025-08-01 14:27:34 - price_service - WARNING - No price record found for 4 in USD, using default values
2025-08-01 14:27:34 - price_service - WARNING - No price record found for 5 in USD, using default values
2025-08-01 14:27:34 - price_service - WARNING - No price record found for 6 in USD, using default values
2025-08-01 14:27:34 - price_service - WARNING - No price record found for 7 in USD, using default values
2025-08-01 14:27:34 - price_service - WARNING - No price record found for 8 in USD, using default values
2025-08-01 14:27:35 - price_service - WARNING - No price record found for 2 in USD, using default values
2025-08-01 14:27:35 - price_service - WARNING - No price record found for 4 in USD, using default values
2025-08-01 14:27:35 - price_service - WARNING - No price record found for 5 in USD, using default values
2025-08-01 14:27:35 - price_service - WARNING - No price record found for 6 in USD, using default values
2025-08-01 14:27:35 - price_service - WARNING - No price record found for 7 in USD, using default values
2025-08-01 14:27:35 - price_service - WARNING - No price record found for 8 in USD, using default values
2025-08-01 14:27:35 - price_service - WARNING - No price record found for 2 in USD, using default values
2025-08-01 14:27:35 - price_service - WARNING - No price record found for 4 in USD, using default values
2025-08-01 14:27:35 - price_service - WARNING - No price record found for 5 in USD, using default values
2025-08-01 14:27:35 - price_service - WARNING - No price record found for 6 in USD, using default values
2025-08-01 14:27:35 - price_service - WARNING - No price record found for 7 in USD, using default values
2025-08-01 14:27:35 - price_service - WARNING - No price record found for 8 in USD, using default values
2025-08-01 14:27:35 - price_service - WARNING - No price record found for 2 in USD, using default values
2025-08-01 14:27:35 - price_service - WARNING - No price record found for 4 in USD, using default values
2025-08-01 14:27:35 - price_service - WARNING - No price record found for 5 in USD, using default values
2025-08-01 14:27:35 - price_service - WARNING - No price record found for 6 in USD, using default values
2025-08-01 14:27:35 - price_service - WARNING - No price record found for 7 in USD, using default values
2025-08-01 14:27:35 - price_service - WARNING - No price record found for 8 in USD, using default values
2025-08-01 14:27:36 - price_service - WARNING - No price record found for 2 in USD, using default values
2025-08-01 14:27:36 - price_service - WARNING - No price record found for 4 in USD, using default values
2025-08-01 14:27:36 - price_service - WARNING - No price record found for 5 in USD, using default values
2025-08-01 14:27:36 - price_service - WARNING - No price record found for 6 in USD, using default values
2025-08-01 14:27:36 - price_service - WARNING - No price record found for 7 in USD, using default values
2025-08-01 14:27:36 - price_service - WARNING - No price record found for 8 in USD, using default values
2025-08-01 14:27:40 - price_service - WARNING - No price record found for 2 in USD, using default values
2025-08-01 14:27:40 - price_service - WARNING - No price record found for 4 in USD, using default values
2025-08-01 14:27:40 - price_service - WARNING - No price record found for 5 in USD, using default values
2025-08-01 14:27:40 - price_service - WARNING - No price record found for 6 in USD, using default values
2025-08-01 14:27:40 - price_service - WARNING - No price record found for 7 in USD, using default values
2025-08-01 14:27:40 - price_service - WARNING - No price record found for 8 in USD, using default values
2025-08-01 14:27:42 - price_service - WARNING - No price record found for 2 in USD, using default values
2025-08-01 14:27:42 - price_service - WARNING - No price record found for 4 in USD, using default values
2025-08-01 14:27:42 - price_service - WARNING - No price record found for 5 in USD, using default values
2025-08-01 14:27:42 - price_service - WARNING - No price record found for 6 in USD, using default values
2025-08-01 14:27:42 - price_service - WARNING - No price record found for 7 in USD, using default values
2025-08-01 14:27:42 - price_service - WARNING - No price record found for 8 in USD, using default values
2025-08-01 14:42:11 - price_service - ERROR - Price update failed after 0.00 seconds
2025-08-01 14:42:55 - price_service - ERROR - Price update failed after 0.01 seconds
2025-08-01 14:44:32 - price_service - WARNING - No price record found for 2 in USD, using default values
2025-08-01 14:44:32 - price_service - WARNING - No price record found for 4 in USD, using default values
2025-08-01 14:44:32 - price_service - WARNING - No price record found for 5 in USD, using default values
2025-08-01 14:44:32 - price_service - WARNING - No price record found for 6 in USD, using default values
2025-08-01 14:44:32 - price_service - WARNING - No price record found for 7 in USD, using default values
2025-08-01 14:44:32 - price_service - WARNING - No price record found for 8 in USD, using default values
2025-08-01 14:44:36 - price_service - WARNING - No price record found for 2 in USD, using default values
2025-08-01 14:44:36 - price_service - WARNING - No price record found for 4 in USD, using default values
2025-08-01 14:44:36 - price_service - WARNING - No price record found for 5 in USD, using default values
2025-08-01 14:44:36 - price_service - WARNING - No price record found for 6 in USD, using default values
2025-08-01 14:44:36 - price_service - WARNING - No price record found for 7 in USD, using default values
2025-08-01 14:44:36 - price_service - WARNING - No price record found for 8 in USD, using default values
2025-08-01 14:45:31 - price_service - WARNING - No price record found for 2 in USD, using default values
2025-08-01 14:45:31 - price_service - WARNING - No price record found for 4 in USD, using default values
2025-08-01 14:45:31 - price_service - WARNING - No price record found for 5 in USD, using default values
2025-08-01 14:45:31 - price_service - WARNING - No price record found for 6 in USD, using default values
2025-08-01 14:45:31 - price_service - WARNING - No price record found for 7 in USD, using default values
2025-08-01 14:45:31 - price_service - WARNING - No price record found for 8 in USD, using default values
2025-08-01 14:45:32 - price_service - WARNING - No price record found for 2 in USD, using default values
2025-08-01 14:45:32 - price_service - WARNING - No price record found for 4 in USD, using default values
2025-08-01 14:45:32 - price_service - WARNING - No price record found for 5 in USD, using default values
2025-08-01 14:45:32 - price_service - WARNING - No price record found for 6 in USD, using default values
2025-08-01 14:45:32 - price_service - WARNING - No price record found for 7 in USD, using default values
2025-08-01 14:45:32 - price_service - WARNING - No price record found for 8 in USD, using default values
2025-08-01 14:45:32 - price_service - WARNING - No price record found for 2 in USD, using default values
2025-08-01 14:45:32 - price_service - WARNING - No price record found for 4 in USD, using default values
2025-08-01 14:45:32 - price_service - WARNING - No price record found for 5 in USD, using default values
2025-08-01 14:45:32 - price_service - WARNING - No price record found for 6 in USD, using default values
2025-08-01 14:45:32 - price_service - WARNING - No price record found for 7 in USD, using default values
2025-08-01 14:45:32 - price_service - WARNING - No price record found for 8 in USD, using default values
2025-08-01 14:45:33 - price_service - WARNING - No price record found for 2 in USD, using default values
2025-08-01 14:45:33 - price_service - WARNING - No price record found for 4 in USD, using default values
2025-08-01 14:45:33 - price_service - WARNING - No price record found for 5 in USD, using default values
2025-08-01 14:45:33 - price_service - WARNING - No price record found for 6 in USD, using default values
2025-08-01 14:45:33 - price_service - WARNING - No price record found for 7 in USD, using default values
2025-08-01 14:45:33 - price_service - WARNING - No price record found for 8 in USD, using default values
2025-08-01 14:45:33 - price_service - WARNING - No price record found for 2 in USD, using default values
2025-08-01 14:45:33 - price_service - WARNING - No price record found for 4 in USD, using default values
2025-08-01 14:45:33 - price_service - WARNING - No price record found for 5 in USD, using default values
2025-08-01 14:45:33 - price_service - WARNING - No price record found for 6 in USD, using default values
2025-08-01 14:45:33 - price_service - WARNING - No price record found for 7 in USD, using default values
2025-08-01 14:45:33 - price_service - WARNING - No price record found for 8 in USD, using default values
2025-08-01 14:45:34 - price_service - WARNING - No price record found for 2 in USD, using default values
2025-08-01 14:45:34 - price_service - WARNING - No price record found for 4 in USD, using default values
2025-08-01 14:45:34 - price_service - WARNING - No price record found for 5 in USD, using default values
2025-08-01 14:45:34 - price_service - WARNING - No price record found for 6 in USD, using default values
2025-08-01 14:45:34 - price_service - WARNING - No price record found for 7 in USD, using default values
2025-08-01 14:45:34 - price_service - WARNING - No price record found for 8 in USD, using default values
2025-08-01 14:45:34 - price_service - WARNING - No price record found for 2 in USD, using default values
2025-08-01 14:45:34 - price_service - WARNING - No price record found for 4 in USD, using default values
2025-08-01 14:45:34 - price_service - WARNING - No price record found for 5 in USD, using default values
2025-08-01 14:45:34 - price_service - WARNING - No price record found for 6 in USD, using default values
2025-08-01 14:45:34 - price_service - WARNING - No price record found for 7 in USD, using default values
2025-08-01 14:45:34 - price_service - WARNING - No price record found for 8 in USD, using default values
2025-08-01 15:14:33 - price_service - WARNING - No price record found for 1 in IRR, using default values
2025-08-01 15:14:33 - price_service - WARNING - No price record found for 16 in IRR, using default values
2025-08-01 15:14:33 - price_service - WARNING - No price record found for 18 in IRR, using default values
2025-08-01 15:14:33 - price_service - WARNING - No price record found for 1 in IRR, using default values
2025-08-01 15:14:33 - price_service - WARNING - No price record found for 16 in IRR, using default values
2025-08-01 15:14:33 - price_service - WARNING - No price record found for 18 in IRR, using default values
2025-08-01 15:14:33 - price_service - WARNING - No price record found for 1 in IRR, using default values
2025-08-01 15:14:33 - price_service - WARNING - No price record found for 16 in IRR, using default values
2025-08-01 15:14:33 - price_service - WARNING - No price record found for 18 in IRR, using default values
2025-08-01 16:03:08 - price_service - DEBUG - Logger initialized for price_service at level DEBUG
2025-08-01 16:03:08 - price_service - INFO - Initializing price service module
2025-08-01 16:03:08 - price_service - DEBUG - Logger initialized for price_service at level DEBUG
2025-08-01 16:03:08 - price_service - INFO - Initializing price service module
2025-08-01 16:03:08 - price_service - DEBUG - Logger initialized for price_service at level DEBUG
2025-08-01 16:03:08 - price_service - INFO - Initializing price service module
2025-08-01 16:03:09 - price_service - INFO - Initializing price service module
2025-08-01 16:03:10 - price_service - INFO - Initializing price service module
2025-08-01 16:03:10 - price_service - INFO - Initializing price service module
2025-08-01 16:03:17 - price_service - DEBUG - Logger initialized for price_service at level DEBUG
2025-08-01 16:03:17 - price_service - INFO - Initializing price service module
2025-08-01 16:03:17 - price_service - DEBUG - Logger initialized for price_service at level DEBUG
2025-08-01 16:03:17 - price_service - INFO - Initializing price service module
2025-08-01 16:03:17 - price_service - DEBUG - Logger initialized for price_service at level DEBUG
2025-08-01 16:03:17 - price_service - INFO - Initializing price service module
2025-08-01 16:03:22 - price_service - DEBUG - Logger initialized for price_service at level DEBUG
2025-08-01 16:03:22 - price_service - INFO - Initializing price service module
2025-08-01 16:03:22 - price_service - DEBUG - Logger initialized for price_service at level DEBUG
2025-08-01 16:03:22 - price_service - INFO - Initializing price service module
2025-08-01 16:03:22 - price_service - DEBUG - Logger initialized for price_service at level DEBUG
2025-08-01 16:03:22 - price_service - INFO - Initializing price service module
2025-08-01 16:03:26 - price_service - DEBUG - Logger initialized for price_service at level DEBUG
2025-08-01 16:03:26 - price_service - INFO - Initializing price service module
2025-08-01 16:03:26 - price_service - DEBUG - Logger initialized for price_service at level DEBUG
2025-08-01 16:03:26 - price_service - INFO - Initializing price service module
2025-08-01 16:03:26 - price_service - DEBUG - Logger initialized for price_service at level DEBUG
2025-08-01 16:03:26 - price_service - INFO - Initializing price service module
2025-08-01 16:03:30 - price_service - DEBUG - Logger initialized for price_service at level DEBUG
2025-08-01 16:03:30 - price_service - INFO - Initializing price service module
2025-08-01 16:03:30 - price_service - DEBUG - Logger initialized for price_service at level DEBUG
2025-08-01 16:03:30 - price_service - INFO - Initializing price service module
2025-08-01 16:03:31 - price_service - DEBUG - Logger initialized for price_service at level DEBUG
2025-08-01 16:03:31 - price_service - INFO - Initializing price service module
2025-08-01 16:03:34 - price_service - DEBUG - Logger initialized for price_service at level DEBUG
2025-08-01 16:03:34 - price_service - INFO - Initializing price service module
2025-08-01 16:03:35 - price_service - DEBUG - Logger initialized for price_service at level DEBUG
2025-08-01 16:03:35 - price_service - INFO - Initializing price service module
2025-08-01 16:03:35 - price_service - DEBUG - Logger initialized for price_service at level DEBUG
2025-08-01 16:03:35 - price_service - INFO - Initializing price service module
2025-08-01 16:03:38 - price_service - DEBUG - Logger initialized for price_service at level DEBUG
2025-08-01 16:03:38 - price_service - INFO - Initializing price service module
2025-08-01 16:03:39 - price_service - DEBUG - Logger initialized for price_service at level DEBUG
2025-08-01 16:03:39 - price_service - INFO - Initializing price service module
2025-08-01 16:03:40 - price_service - DEBUG - Logger initialized for price_service at level DEBUG
2025-08-01 16:03:40 - price_service - INFO - Initializing price service module
2025-08-01 16:03:43 - price_service - DEBUG - Logger initialized for price_service at level DEBUG
2025-08-01 16:03:43 - price_service - INFO - Initializing price service module
2025-08-01 16:03:44 - price_service - DEBUG - Logger initialized for price_service at level DEBUG
2025-08-01 16:03:44 - price_service - INFO - Initializing price service module
2025-08-01 16:03:45 - price_service - DEBUG - Logger initialized for price_service at level DEBUG
2025-08-01 16:03:45 - price_service - INFO - Initializing price service module
2025-08-01 16:03:48 - price_service - DEBUG - Logger initialized for price_service at level DEBUG
2025-08-01 16:03:48 - price_service - INFO - Initializing price service module
2025-08-01 16:03:48 - price_service - DEBUG - Logger initialized for price_service at level DEBUG
